district_char,avg_percent_meets,grant_participant,District Name,District Type,ESC Region,Enrollment,Percent Emergent Bilingual,Percent Economically Disadvantag,TEA Description,Overall Scale Score SY21_22,Overall Rating SY21_22
217901,48.6,0,ASPERMONT ISD,INDEPENDENT,14,199,0.0351758794,0.527638191,Rural,91,A
218901,28.2,0,SONORA ISD,INDEPENDENT,15,675,0.2014814815,0.5377777778,Rural,92,A
219901,48,0,HAPPY ISD,INDEPENDENT,16,270,0.0518518519,0.3592592593,Rural,93,A
219903,21.6,0,TULIA ISD,INDEPENDENT,16,896,0.1049107143,0.8158482143,Non-metropolitan Stable,78,C
219905,33.2,0,KRESS ISD,INDEPENDENT,16,279,0.0752688172,0.6415770609,Rural,84,B
220801,53,0,TREETOPS SCHOOL INTERNATIONAL,CHARTER,11,343,0.0174927114,0.1457725948,Charter School Districts,75,C
220802,64.5,0,ARLINGTON CLASSICS ACADEMY,CHARTER,11,1512,0.1144179894,0.3088624339,Charter School Districts,87,B
220809,60.2,0,FORT WORTH ACADEMY OF FINE ARTS,CHARTER,11,642,0.0171339564,0.1713395639,Charter School Districts,69,Not Rated: SB 1365
220810,80.6,0,WESTLAKE ACADEMY CHARTER SCHOOL,CHARTER,11,875,0.0297142857,0.0217142857,Charter School Districts,84,B
220811,29.3,0,EAST FORT WORTH MONTESSORI ACADEMY,CHARTER,11,175,0.3142857143,0.7771428571,Charter School Districts,72,C
220814,56.8,0,TEXAS SCHOOL OF THE ARTS,CHARTER,11,334,0.1137724551,0.1317365269,Charter School Districts,66,Not Rated: SB 1365
220815,34.3,0,CHAPEL HILL ACADEMY,CHARTER,11,698,0.1246418338,0.729226361,Charter School Districts,57,Not Rated: SB 1365
220817,40,1,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,CHARTER,11,2874,0.1600556715,0.5949895616,Charter School Districts,69,Not Rated: SB 1365
220819,34.5,0,HIGH POINT ACADEMY,CHARTER,11,1404,0.0868945869,0.3262108262,Charter School Districts,92,A
220820,9.1,0,ROCKETSHIP PUBLIC SCHOOLS,CHARTER,11,307,0.0684039088,0.7882736156,,,
220901,24,0,ARLINGTON ISD,INDEPENDENT,11,56167,0.3513628999,0.752559332,Major Urban,79,C
220902,31.3,0,BIRDVILLE ISD,INDEPENDENT,11,22637,0.2654945443,0.6340062729,Major Suburban,87,B
220904,20.6,0,EVERMAN ISD,INDEPENDENT,11,5354,0.4247291744,0.9284646993,Major Suburban,93,A
220905,19.6,0,FORT WORTH ISD,INDEPENDENT,11,72783,0.4053006883,0.8450462333,Major Urban,84,B
220906,41.7,0,GRAPEVINE-COLLEYVILLE ISD,INDEPENDENT,11,13772,0.144496079,0.2555910543,Major Suburban,85,B
220907,33.8,0,KELLER ISD,INDEPENDENT,11,34078,0.1387405364,0.3251071072,Major Suburban,80,B
220908,36.7,0,MANSFIELD ISD,INDEPENDENT,11,35722,0.194250042,0.4834835675,Major Suburban,86,B
220910,17.7,1,LAKE WORTH ISD,INDEPENDENT,11,3447,0.2874963737,0.9036843632,Major Suburban,63,Not Rated: SB 1365
220912,32.3,1,CROWLEY ISD,INDEPENDENT,11,16729,0.1824974595,0.7564707992,Major Suburban,88,B
220914,33.7,1,KENNEDALE ISD,INDEPENDENT,11,2855,0.1506129597,0.5796847636,Major Suburban,74,C
220915,48.7,0,AZLE ISD,INDEPENDENT,11,7089,0.0887290168,0.5089575399,Major Suburban,88,B
220916,48.3,0,HURST-EULESS-BEDFORD ISD,INDEPENDENT,11,22947,0.2835229006,0.6077918682,Major Suburban,90,A
220917,33.9,1,CASTLEBERRY ISD,INDEPENDENT,11,3710,0.4517520216,0.8765498652,Major Suburban,90,A
220918,35.8,0,EAGLE MT-SAGINAW ISD,INDEPENDENT,11,23196,0.1705897569,0.5078030695,Major Suburban,78,C
220919,85.5,0,CARROLL ISD,INDEPENDENT,11,8471,0.0646912997,0.0125132806,Major Suburban,88,B
220920,36.6,1,WHITE SETTLEMENT ISD,INDEPENDENT,11,6972,0.1823006311,0.6123063683,Major Suburban,80,B
221801,32.1,0,TEXAS COLLEGE PREPARATORY ACADEMIES,CHARTER,14,16478,0.1371525671,0.3849374924,Charter School Districts,92,A
221901,23,0,ABILENE ISD,INDEPENDENT,14,15253,0.071395791,0.7213007277,Other Central City,76,C
221904,45.1,0,MERKEL ISD,INDEPENDENT,14,1140,0.0298245614,0.5464912281,Other Central City Suburban,88,B
221905,25.5,0,TRENT ISD,INDEPENDENT,14,131,0.0229007634,0.6717557252,Rural,81,B
221911,62.4,0,JIM NED CISD,INDEPENDENT,14,1624,0.0055418719,0.2210591133,Non-metropolitan Fast Growing,74,C
221912,58.8,1,WYLIE ISD,INDEPENDENT,14,5419,0.0276803838,0.2424801624,Other Central City Suburban,80,B
222901,44.4,0,TERRELL COUNTY ISD,INDEPENDENT,18,129,0.0387596899,0.5271317829,Rural,92,A
223901,22.7,0,BROWNFIELD ISD,INDEPENDENT,17,1647,0.1038251366,0.8427443837,Non-metropolitan Stable,86,B
223902,29.6,0,MEADOW ISD,INDEPENDENT,17,253,0.0632411067,0.7154150198,Rural,91,A
223904,39.8,0,WELLMAN-UNION CISD,INDEPENDENT,17,286,0.1503496503,0.5384615385,Non-metropolitan Fast Growing,92,A
224901,25.4,0,THROCKMORTON COLLEGIATE ISD,INDEPENDENT,09,158,0,0.5949367089,Rural,82,B
224902,28,0,WOODSON ISD,INDEPENDENT,09,162,0,0.524691358,Rural,93,A
225902,34.8,1,MOUNT PLEASANT ISD,INDEPENDENT,08,5186,0.5092556884,0.8216351716,Independent Town,85,B
225906,44.1,0,CHAPEL HILL ISD,INDEPENDENT,08,1061,0.1941564562,0.4891611687,Non-metropolitan Stable,91,A
225907,46.6,0,HARTS BLUFF ISD,INDEPENDENT,08,868,0.3617511521,0.5610599078,Non-metropolitan Fast Growing,79,C
226801,22.7,1,TEXAS LEADERSHIP PUBLIC SCHOOLS,CHARTER,15,3722,0.0351961311,0.5456743686,Charter School Districts,87,B
226901,50.4,0,CHRISTOVAL ISD,INDEPENDENT,15,613,0.0081566069,0.2610114192,Rural,86,B
226903,34.7,0,SAN ANGELO ISD,INDEPENDENT,15,13548,0.0823737821,0.6152937703,Other Central City,91,A
226905,50.2,1,WATER VALLEY ISD,INDEPENDENT,15,343,0.0320699708,0.527696793,Rural,89,B
226906,70.7,0,WALL ISD,INDEPENDENT,15,1312,0.0228658537,0.1661585366,Other Central City Suburban,91,A
226907,37.7,0,GRAPE CREEK ISD,INDEPENDENT,15,1172,0.0639931741,0.6740614334,Other Central City Suburban,92,A
226908,56.2,0,VERIBEST ISD,INDEPENDENT,15,258,0.0620155039,0.4496124031,Rural,75,C
227803,34.2,1,WAYSIDE SCHOOLS,CHARTER,13,1651,0.4306480921,0.8158691702,Charter School Districts,81,B
227804,51.9,0,NYOS CHARTER SCHOOL,CHARTER,13,1624,0.2832512315,0.3035714286,Charter School Districts,83,B
227805,23.2,0,TEXAS EMPOWERMENT ACADEMY,CHARTER,13,399,0,0.5463659148,Charter School Districts,92,A
227806,10.7,0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,CHARTER,13,555,0.0486486486,0.5153153153,Charter School Districts,,Not Rated
227814,74,0,CHAPARRAL STAR ACADEMY,CHARTER,13,372,0.2069892473,0.0537634409,Charter School Districts,82,B
227816,27.1,1,HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,CHARTER,13,4471,0.566539924,0.6208901812,Charter School Districts,92,A
227817,28.1,0,CEDARS INTERNATIONAL ACADEMY,CHARTER,13,493,0.5659229209,0.7748478702,Charter School Districts,91,A
227819,40.4,0,UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL,CHARTER,13,296,0.1283783784,0.5675675676,Charter School Districts,86,B
227820,14.8,0,KIPP TEXAS PUBLIC SCHOOLS,CHARTER,04,33068,0.4597496069,0.8904681263,Charter School Districts,90,A
227821,27.1,0,AUSTIN DISCOVERY SCHOOL,CHARTER,13,332,0.0060240964,0.1536144578,Charter School Districts,53,Not Rated: SB 1365
227824,34,1,VALERE PUBLIC SCHOOLS,CHARTER,13,970,0.4195876289,0.9340206186,Charter School Districts,72,C
227825,25.6,1,AUSTIN ACHIEVE PUBLIC SCHOOLS,CHARTER,13,2449,0.699877501,0.9318089016,Charter School Districts,91,A
227826,28,0,MONTESSORI FOR ALL,CHARTER,13,456,0.2478070175,0.4978070175,Charter School Districts,65,Not Rated: SB 1365
227829,53.7,0,VALOR PUBLIC SCHOOLS,CHARTER,13,2158,0.0838739574,0.2363299351,Charter School Districts,79,C
227901,28.9,0,AUSTIN ISD,INDEPENDENT,13,73384,0.3356726262,0.5145808351,Major Urban,91,A
227904,33.3,0,PFLUGERVILLE ISD,INDEPENDENT,13,25445,0.3168795441,0.4558852427,Major Suburban,81,B
227907,18.7,1,MANOR ISD,INDEPENDENT,13,9255,0.4612641815,0.7119394922,Major Suburban,76,C
227909,78.4,0,EANES ISD,INDEPENDENT,13,7733,0.0411224622,0.042932885,Major Suburban,85,B
227910,20.5,1,DEL VALLE ISD,INDEPENDENT,13,11118,0.4940636805,0.9144630329,Major Suburban,81,B
227912,47.3,0,LAGO VISTA ISD,INDEPENDENT,13,1798,0.085650723,0.2580645161,Non-metropolitan Stable,70,C
227913,32.2,0,LAKE TRAVIS ISD,INDEPENDENT,13,11399,0.0940433371,0.1020264936,Major Suburban,78,C
228901,31.8,0,GROVETON ISD,INDEPENDENT,06,768,0.0872395833,0.6588541667,Rural,79,C
228903,26,1,TRINITY ISD,INDEPENDENT,06,1200,0.1241666667,0.8883333333,Non-metropolitan Stable,76,C
228904,39.7,0,CENTERVILLE ISD,INDEPENDENT,06,147,0,0.5714285714,Rural,85,B
228905,29.7,0,APPLE SPRINGS ISD,INDEPENDENT,06,207,0,0.6183574879,Rural,93,A
229901,41.9,0,COLMESNEIL ISD,INDEPENDENT,05,452,0,0.7566371681,Rural,81,B
229903,26.1,0,WOODVILLE ISD,INDEPENDENT,05,1239,0.0508474576,0.7223567393,Non-metropolitan Stable,80,B
229904,39.2,0,WARREN ISD,INDEPENDENT,05,1268,0.0141955836,0.6009463722,Non-metropolitan Stable,89,B
229905,45.5,0,SPURGER ISD,INDEPENDENT,05,362,0.0248618785,0.6629834254,Rural,81,B
229906,62.9,0,CHESTER ISD,INDEPENDENT,05,213,0,0.6150234742,Rural,92,A
230901,45.2,0,BIG SANDY ISD,INDEPENDENT,07,671,0.0700447094,0.7183308495,Rural,88,B
230902,53.9,1,GILMER ISD,INDEPENDENT,07,2825,0.1214159292,0.7752212389,Other Central City Suburban,91,A
230903,35.1,0,ORE CITY ISD,INDEPENDENT,07,825,0.0993939394,0.703030303,Non-metropolitan Stable,92,A
230904,43.3,0,UNION HILL ISD,INDEPENDENT,07,254,0.062992126,0.7598425197,Rural,81,B
230905,54.7,0,HARMONY ISD,INDEPENDENT,07,1009,0.1050545094,0.5470763132,Non-metropolitan Stable,83,B
230906,67.6,0,NEW DIANA ISD,INDEPENDENT,07,1186,0.0269814503,0.4249578415,Other Central City Suburban,76,C
230908,44.9,0,UNION GROVE ISD,INDEPENDENT,07,761,0.0394218134,0.4691195795,Rural,87,B
231901,25.8,0,MCCAMEY ISD,INDEPENDENT,18,505,0.0871287129,0.6811881188,Rural,82,B
231902,54.9,0,RANKIN ISD,INDEPENDENT,18,318,0.0849056604,0.4245283019,Rural,87,B
232901,60.3,0,KNIPPA ISD,INDEPENDENT,20,416,0.0336538462,0.4158653846,Rural,90,A
232902,45.3,0,SABINAL ISD,INDEPENDENT,20,428,0.0490654206,0.75,Rural,78,C
232903,22.8,0,UVALDE CISD,INDEPENDENT,20,4071,0.0923605994,0.8054532056,Non-metropolitan Stable,82,B
232904,17.4,0,UTOPIA ISD,INDEPENDENT,20,194,0.0773195876,0.4896907216,Rural,86,B
233901,38.8,0,SAN FELIPE-DEL RIO CISD,INDEPENDENT,15,9947,0.2681210415,0.7341912134,Independent Town,90,A
233903,67.2,0,COMSTOCK ISD,INDEPENDENT,15,222,0.0540540541,0.4144144144,Rural,89,B
234902,59.8,1,CANTON ISD,INDEPENDENT,10,2303,0.0590534086,0.4785062961,Independent Town,92,A
234903,39.7,0,EDGEWOOD ISD,INDEPENDENT,07,1042,0.0345489443,0.5047984645,Non-metropolitan Stable,87,B
234904,53.7,1,GRAND SALINE ISD,INDEPENDENT,07,1214,0.1639209226,0.5939044481,Non-metropolitan Stable,91,A
234905,33.5,0,MARTINS MILL ISD,INDEPENDENT,07,495,0.1292929293,0.4909090909,Rural,85,B
234906,44.7,0,VAN ISD,INDEPENDENT,07,2407,0.0922309929,0.5845450769,Other Central City Suburban,93,A
234907,38.5,0,WILLS POINT ISD,INDEPENDENT,10,2765,0.1678119349,0.6224231465,Independent Town,68,Not Rated: SB 1365
234909,27.7,0,FRUITVALE ISD,INDEPENDENT,07,398,0.0527638191,0.6582914573,Rural,93,A
235901,36.3,0,BLOOMINGTON ISD,INDEPENDENT,03,890,0.2146067416,0.8280898876,Non-metropolitan Stable,73,C
235902,32.5,0,VICTORIA ISD,INDEPENDENT,03,13246,0.0898384418,0.7051940208,Independent Town,79,C
235904,68,0,NURSERY ISD,INDEPENDENT,03,135,0.037037037,0.4740740741,Rural,94,A
236802,59.6,0,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,CHARTER,06,501,0.0738522954,0.2195608782,Charter School Districts,80,B
236901,48.4,0,NEW WAVERLY ISD,INDEPENDENT,06,1065,0.0441314554,0.5305164319,Non-metropolitan Stable,82,B
236902,22.2,0,HUNTSVILLE ISD,INDEPENDENT,06,11313,0.1858923363,0.651286131,Independent Town,74,C
237902,18.8,1,HEMPSTEAD ISD,INDEPENDENT,04,1638,0.3882783883,0.8601953602,Non-metropolitan Stable,62,Not Rated: SB 1365
237904,29.5,0,WALLER ISD,INDEPENDENT,04,8834,0.3926873444,0.6654969436,Independent Town,82,B
237905,29.3,0,ROYAL ISD,INDEPENDENT,04,2637,0.4907091392,0.7519908987,Non-metropolitan Stable,84,B
238902,27.9,1,MONAHANS-WICKETT-PYOTE ISD,INDEPENDENT,18,2197,0.1506599909,0.5480200273,Other Central City Suburban,70,C
238904,15.6,0,GRANDFALLS-ROYALTY ISD,INDEPENDENT,18,137,0.0218978102,0.6423357664,Rural,63,Not Rated: SB 1365
239901,32.2,1,BRENHAM ISD,INDEPENDENT,06,4939,0.1625835189,0.5993116015,Independent Town,80,B
239903,77,0,BURTON ISD,INDEPENDENT,06,532,0.0526315789,0.4248120301,Rural,88,B
240901,36.7,1,LAREDO ISD,INDEPENDENT,01,20932,0.607108733,0.9707146952,Other Central City Suburban,94,A
240903,42.4,0,UNITED ISD,INDEPENDENT,01,41381,0.6125033228,0.7676953191,Other Central City,93,A
240904,61.5,0,WEBB CISD,INDEPENDENT,01,245,0.1142857143,0.787755102,Rural,93,A
241901,43.1,0,BOLING ISD,INDEPENDENT,03,1146,0.1230366492,0.5776614311,Non-metropolitan Stable,79,C
241902,55.2,0,EAST BERNARD ISD,INDEPENDENT,03,974,0.1006160164,0.4055441478,Non-metropolitan Stable,90,A
241903,51.5,0,EL CAMPO ISD,INDEPENDENT,03,3349,0.1630337414,0.7112570917,Independent Town,92,A
241904,30.3,0,WHARTON ISD,INDEPENDENT,03,1844,0.1811279826,0.7890455531,Non-metropolitan Stable,69,Not Rated: SB 1365
241906,47.9,0,LOUISE ISD,INDEPENDENT,03,534,0.1310861423,0.6797752809,Rural,93,A
242902,32,0,SHAMROCK ISD,INDEPENDENT,16,360,0.0472222222,0.6722222222,Rural,76,C
242903,63.6,0,WHEELER ISD,INDEPENDENT,16,387,0.2739018088,0.6589147287,Rural,90,A
242905,28.9,0,KELTON ISD,INDEPENDENT,16,153,0.0392156863,0.6013071895,Rural,88,B
242906,42.3,0,FORT ELLIOTT CISD,INDEPENDENT,16,153,0.0196078431,0.2549019608,Rural,81,B
243901,43.9,1,BURKBURNETT ISD,INDEPENDENT,09,3211,0.027717222,0.5325443787,Other Central City Suburban,83,B
243902,33.9,0,ELECTRA ISD,INDEPENDENT,09,456,0.0109649123,0.7039473684,Rural,87,B
243903,64.8,0,IOWA PARK CISD,INDEPENDENT,09,1895,0.0052770449,0.4232189974,Other Central City Suburban,91,A
243905,33,1,WICHITA FALLS ISD,INDEPENDENT,09,13296,0.126654633,0.671555355,Other Central City,81,B
243906,45.3,0,CITY VIEW ISD,INDEPENDENT,09,1133,0.0291262136,0.733451015,Other Central City Suburban,91,A
244901,26.6,0,HARROLD ISD,INDEPENDENT,09,138,0.0362318841,0.4130434783,Rural,70,C
244903,31.5,0,VERNON ISD,INDEPENDENT,09,1792,0.1690848214,0.7154017857,Non-metropolitan Stable,73,C
244905,53.5,0,NORTHSIDE ISD,INDEPENDENT,09,243,0.0082304527,0.341563786,Rural,88,B
245901,28.8,0,LASARA ISD,INDEPENDENT,01,351,0.1937321937,0.8575498575,Rural,90,A
245902,26.9,0,LYFORD CISD,INDEPENDENT,01,1396,0.1461318052,0.8051575931,Non-metropolitan Stable,91,A
245903,53.3,1,RAYMONDVILLE ISD,INDEPENDENT,01,2018,0.0807730426,0.8919722498,Other Central City Suburban,91,A
245904,77.7,0,SAN PERLITA ISD,INDEPENDENT,01,211,0.1232227488,0.682464455,Rural,92,A
246801,67.6,0,MERIDIAN WORLD SCHOOL LLC,CHARTER,13,1690,0.1532544379,0.0822485207,Charter School Districts,81,B
246802,20.7,0,GOODWATER MONTESSORI SCHOOL,CHARTER,13,410,0.0585365854,0.3609756098,Charter School Districts,53,Not Rated: SB 1365
246902,30.7,0,FLORENCE ISD,INDEPENDENT,13,1167,0.3607540703,0.5364181662,Non-metropolitan Stable,70,C
246904,21.4,0,GEORGETOWN ISD,INDEPENDENT,13,13155,0.1878373242,0.404941087,Other Central City Suburban,80,B
246905,23.1,0,GRANGER ISD,INDEPENDENT,13,549,0.1876138434,0.6448087432,Rural,82,B
246906,27.4,1,HUTTO ISD,INDEPENDENT,13,9620,0.1593555094,0.4282744283,Other Central City Suburban,81,B
246907,18,1,JARRELL ISD,INDEPENDENT,13,3360,0.2392857143,0.6172619048,Non-metropolitan Fast Growing,69,Not Rated: SB 1365
246908,51.2,0,LIBERTY HILL ISD,INDEPENDENT,13,7869,0.0836192655,0.2190875588,Non-metropolitan Fast Growing,76,C
246909,35.8,0,ROUND ROCK ISD,INDEPENDENT,13,46510,0.1818963664,0.2665018276,Major Suburban,89,B
246911,25.6,0,TAYLOR ISD,INDEPENDENT,13,3138,0.2221159975,0.6628425749,Non-metropolitan Stable,73,C
246912,56,0,THRALL ISD,INDEPENDENT,13,819,0.0598290598,0.3663003663,Rural,90,A
246913,34.8,0,LEANDER ISD,INDEPENDENT,13,42415,0.1320287634,0.1989862077,Major Suburban,86,B
246914,32.4,1,COUPLAND ISD,INDEPENDENT,13,285,0.3122807018,0.6070175439,Rural,81,B
247901,39.6,0,FLORESVILLE ISD,INDEPENDENT,20,4042,0.0984661059,0.5907966353,Independent Town,80,B
247903,55.5,0,LA VERNIA ISD,INDEPENDENT,20,3515,0.0435277383,0.2913229018,Independent Town,85,B
247904,47.8,0,POTH ISD,INDEPENDENT,20,935,0.0577540107,0.3465240642,Rural,93,A
247906,52.5,0,STOCKDALE ISD,INDEPENDENT,20,857,0.0478413069,0.5052508751,Rural,71,C
248901,25,0,KERMIT ISD,INDEPENDENT,18,1374,0.2969432314,0.731441048,Other Central City Suburban,93,A
248902,53.4,0,WINK-LOVING ISD,INDEPENDENT,18,431,0.0464037123,0.3758700696,Rural,93,A
249901,56.5,0,ALVORD ISD,INDEPENDENT,11,821,0.0609013398,0.3629719854,Rural,70,C
249902,33.1,0,BOYD ISD,INDEPENDENT,11,1266,0.0639810427,0.5015797788,Non-metropolitan Stable,76,C
249903,38,0,BRIDGEPORT ISD,INDEPENDENT,11,2058,0.3192419825,0.6243926142,Non-metropolitan Stable,78,C
249904,50.5,0,CHICO ISD,INDEPENDENT,11,549,0.1639344262,0.5628415301,Rural,78,C
249905,40.4,0,DECATUR ISD,INDEPENDENT,11,3838,0.1763939552,0.4630015633,Independent Town,73,C
249906,56,0,PARADISE ISD,INDEPENDENT,11,1298,0.0400616333,0.2858243451,Non-metropolitan Stable,88,B
249908,24.6,0,SLIDELL ISD,INDEPENDENT,11,441,0.1201814059,0.4739229025,Non-metropolitan Fast Growing,71,C
250902,57,0,HAWKINS ISD,INDEPENDENT,07,769,0.0195058518,0.6137841352,Rural,91,A
250903,50.3,0,MINEOLA ISD,INDEPENDENT,07,1643,0.1661594644,0.6701156421,Independent Town,94,A
250904,55.3,0,QUITMAN ISD,INDEPENDENT,07,1216,0.0830592105,0.5921052632,Independent Town,93,A
250905,43.7,0,YANTIS ISD,INDEPENDENT,07,387,0.1602067183,0.7080103359,Rural,62,Not Rated: SB 1365
250906,39.4,0,ALBA-GOLDEN ISD,INDEPENDENT,07,823,0.0315917375,0.5698663426,Rural,90,A
250907,43.3,0,WINNSBORO ISD,INDEPENDENT,07,1539,0.0961663418,0.6439246264,Independent Town,93,A
251901,27.6,1,DENVER CITY ISD,INDEPENDENT,17,1557,0.2324983943,0.6017983301,Non-metropolitan Stable,92,A
251902,44.5,0,PLAINS ISD,INDEPENDENT,17,431,0.2180974478,0.6450116009,Rural,93,A
252901,44.7,1,GRAHAM ISD,INDEPENDENT,09,2261,0.1530296329,0.5935426802,Non-metropolitan Stable,89,B
252902,33.5,0,NEWCASTLE ISD,INDEPENDENT,09,220,0.05,0.6454545455,Rural,92,A
252903,40,0,OLNEY ISD,INDEPENDENT,09,729,0.1330589849,0.6556927298,Rural,92,A
253901,49.3,1,ZAPATA COUNTY ISD,INDEPENDENT,01,3376,0.3424170616,0.8714454976,Other Central City Suburban,89,B
254901,25,1,CRYSTAL CITY ISD,INDEPENDENT,20,1799,0.0266814897,0.8693718733,Non-metropolitan Stable,84,B
254902,32.9,0,LA PRYOR ISD,INDEPENDENT,20,491,0.0529531568,0.9144602851,Rural,91,A
